name,region,delegation,commune,category_code,category_name,facility_type,departments
labkhati,Marrakech-Safi,Safi,Labkhati,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Lamsabih,Marrakech-Safi,Safi,Lamsabih,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
El Gourani,Marrakech-Safi,Safi,El Gouraani,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
sidi Aissa,Marrakech-Safi,Safi,Sidi Aissa,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Lamrasla,Marrakech-Safi,Safi,Lamrasla,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Sidi Ettijji,Marrakech-Safi,Safi,Sidi Ettiji,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Chahda,Marrakech-Safi,Safi,Chahda,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Bouguedra,Marrakech-Safi,Safi,Bouguedra,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Lahdar,Marrakech-Safi,Safi,Lahdar,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
El Ghiate,Marrakech-Safi,Safi,El Ghiate,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Od AISSA,Marrakech-Safi,Safi,El Ghiate,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Hall Louad,Marrakech-Safi,Safi,Lamaachate,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Souiria Kdima,Marrakech-Safi,Safi,Lamaachate,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Atouabet,Marrakech-Safi,Safi,Atouabet,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Dar Lamine,Marrakech-Safi,Safi,Atouabet,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Mostafa Zargui,Marrakech-Safi,Safi,Nagga,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Khatazakane,Marrakech-Safi,Safi,Khatazakane,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Od SALMAN (SIDI SAID),Marrakech-Safi,Safi,Ouled Salmane,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Bouderaa,Marrakech-Safi,Safi,Laamamra,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Laghouizate,Marrakech-Safi,Safi,Laamamra,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Dar El Caid,Marrakech-Safi,Safi,Dar Si Aissa,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
El Beddouza,Marrakech-Safi,Safi,El Beddouza,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Moul El Bergui,Marrakech-Safi,Safi,Moul El Bergui,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Hrara,Marrakech-Safi,Safi,Hrara,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Loulad,Marrakech-Safi,Safi,Saadla,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Laakarta,Marrakech-Safi,Safi,Ayir,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Youssoufia,Marrakech-Safi,Youssoufia,Youssoufia,CRSR,Centre de Référence en Santé de Reproduction,Soins primaires,"Gynécologie,Santé de la reproduction,Planification familiale,Maternité"
Essalam,Marrakech-Safi,Youssoufia,Youssoufia,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Raya,Marrakech-Safi,Youssoufia,Youssoufia,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Youssoufia,Marrakech-Safi,Youssoufia,Youssoufia,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Echemmaia,Marrakech-Safi,Youssoufia,Echemmaia,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Sidi Chiker,Marrakech-Safi,Youssoufia,Sidi Chiker,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ighoud,Marrakech-Safi,Youssoufia,Ighoud,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Jdour,Marrakech-Safi,Youssoufia,Jdour,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Jnane Bouih,Marrakech-Safi,Youssoufia,Jnane Bouih,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Msabih Talaa,Marrakech-Safi,Youssoufia,Sidi Chiker,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Labdadgha,Marrakech-Safi,Youssoufia,Ras El Ain,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Atiamim,Marrakech-Safi,Youssoufia,Atiamim,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Louihate,Marrakech-Safi,Youssoufia,Lakhoualqa,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Lakhoualqa,Marrakech-Safi,Youssoufia,Lakhoualqa,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Sidi Ahmed,Marrakech-Safi,Youssoufia,El Gantour,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
ZAOUIT BOUTAYEB,Marrakech-Safi,Youssoufia,Esbiaat,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Fouraa,Marrakech-Safi,Youssoufia,Esbiaat,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ras El Ain,Marrakech-Safi,Youssoufia,Ras El Ain,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Sijilmassa (Kakou Hammou Dada),Drâa-Tafilalet,Errachidia,Moulay Ali Cherif,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Moulaye Ali Cherif,Drâa-Tafilalet,Errachidia,Moulay Ali Cherif,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Amraoui Brahim,Drâa-Tafilalet,Errachidia,Tinejdad,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Hassan Eddakhil,Drâa-Tafilalet,Errachidia,Arfoud,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Boudnib,Drâa-Tafilalet,Errachidia,Boudnib,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Abderrahmane Sahraoui,Drâa-Tafilalet,Errachidia,Errachidia,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Med Zerktouni,Drâa-Tafilalet,Errachidia,Errachidia,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Mustapha Maani,Drâa-Tafilalet,Errachidia,Errachidia,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Allal Ben Abdellah,Drâa-Tafilalet,Errachidia,Errachidia,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
El Qods,Drâa-Tafilalet,Errachidia,Errachidia,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Guoulmima,Drâa-Tafilalet,Errachidia,Goulmima,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Centre de Référence,Drâa-Tafilalet,Errachidia,Errachidia,CRSR,Centre de Référence en Santé de Reproduction,Soins primaires,"Gynécologie,Santé de la reproduction,Planification familiale,Maternité"
Errachidia,Drâa-Tafilalet,Errachidia,Errachidia,CDTMR,Centre de Diagnostic et de Traitement des Maladies Respiratoires,Soins primaires,"Pneumologie,Maladies respiratoires,Tuberculose,CDTMR"
Errachidia,Drâa-Tafilalet,Errachidia,Errachidia,LSP,Laboratoire de Santé Publique,Soins primaires,Laboratoire d'analyses médicales
Jorf,Drâa-Tafilalet,Errachidia,Jorf,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Hannabou,Drâa-Tafilalet,Errachidia,Aarab Sebbah Gheris,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Es-Sifa,Drâa-Tafilalet,Errachidia,Es-sifa,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Oulad Zahra,Drâa-Tafilalet,Errachidia,Aarab Sebbah Ziz,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Fezna,Drâa-Tafilalet,Errachidia,Fezna,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
oulad maatallah(ouald bhar),Drâa-Tafilalet,Errachidia,Aarab Sebbah Ziz,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Maadid,Drâa-Tafilalet,Errachidia,Aarab Sebbah Ziz,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ksar Jdid (Kasba),Drâa-Tafilalet,Errachidia,Chorfa M'Daghra,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Oulad Bounaji (Ouled Lhaj),Drâa-Tafilalet,Errachidia,Chorfa M'Daghra,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Bni Ouziem,Drâa-Tafilalet,Errachidia,Oued Naam,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tazougarte,Drâa-Tafilalet,Errachidia,Oued Naam,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Sahli,Drâa-Tafilalet,Errachidia,Oued Naam,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Atmane,Drâa-Tafilalet,Errachidia,Lkheng,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Lkheng,Drâa-Tafilalet,Errachidia,Lkheng,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Meski,Drâa-Tafilalet,Errachidia,Chorfa M'Daghra,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Bni Moussi (Chorfa M'daghra),Drâa-Tafilalet,Errachidia,Chorfa M'Daghra,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Douira,Drâa-Tafilalet,Errachidia,Er-rteb,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Zrigate,Drâa-Tafilalet,Errachidia,Er-rteb,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Zaouia Jdida,Drâa-Tafilalet,Errachidia,Er-rteb,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Oulad Chaker,Drâa-Tafilalet,Errachidia,Aoufous,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Zaouit Amelkis,Drâa-Tafilalet,Errachidia,Aoufous,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Aoufous,Drâa-Tafilalet,Errachidia,Aoufous,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Sidi Ali(Tafraoute),Drâa-Tafilalet,Errachidia,Sidi Ali,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Hassi Labyed,Drâa-Tafilalet,Errachidia,Et-taous,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tingrasse,Drâa-Tafilalet,Errachidia,Es-sfalat,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
El Mansouria,Drâa-Tafilalet,Errachidia,Bni M'Hamed-Sijelmassa,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ouled Abdelhalim,Drâa-Tafilalet,Errachidia,Bni M'Hamed-Sijelmassa,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
El Ghorfa,Drâa-Tafilalet,Errachidia,Bni M'Hamed-Sijelmassa,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Jbil,Drâa-Tafilalet,Errachidia,Bni M'Hamed-Sijelmassa,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Mezguida,Drâa-Tafilalet,Errachidia,Er-rissani,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Et-Taouz,Drâa-Tafilalet,Errachidia,Et-taous,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Merzouga,Drâa-Tafilalet,Errachidia,Et-taous,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Es-Falat,Drâa-Tafilalet,Errachidia,Es-sfalat,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Amsed,Drâa-Tafilalet,Errachidia,Tadighoust,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Agoudim,Drâa-Tafilalet,Errachidia,Amellagou,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tilouine,Drâa-Tafilalet,Errachidia,Gheris Es-soufli,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Amellagou,Drâa-Tafilalet,Errachidia,Amellagou,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ouakka,Drâa-Tafilalet,Errachidia,Gheris Es-soufli,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tadighoust,Drâa-Tafilalet,Errachidia,Tadighoust,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Ihya Ou Atmane,Drâa-Tafilalet,Errachidia,Gheris El Ouloui,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Touroug,Drâa-Tafilalet,Errachidia,Melaab,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Melaab,Drâa-Tafilalet,Errachidia,Melaab,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tizougaghine,Drâa-Tafilalet,Errachidia,Ferkla Es-soufla,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ketaa El Oued,Drâa-Tafilalet,Errachidia,Ferkla Es-soufla,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Asrir,Drâa-Tafilalet,Errachidia,Ferkla El Oulia,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ifegh,Drâa-Tafilalet,Errachidia,Aghbalou N'Kerdous,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Igoudmane,Drâa-Tafilalet,Errachidia,Aghbalou N'Kerdous,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Aghbalou N'kerdous,Drâa-Tafilalet,Errachidia,Aghbalou N'Kerdous,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Taoudaate,Drâa-Tafilalet,Errachidia,Aghbalou N'Kerdous,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Igli,Drâa-Tafilalet,Errachidia,Melaab,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Azag N'ouchen,Drâa-Tafilalet,Errachidia,Ferkla El Oulia,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Boulbzouz,Drâa-Tafilalet,Midelt,Boumia (Mun),DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Boumia,Drâa-Tafilalet,Midelt,Boumia (Mun),CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Souk El Had,Drâa-Tafilalet,Midelt,Midelt,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Hassan II,Drâa-Tafilalet,Midelt,Midelt,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Tahmidante,Drâa-Tafilalet,Midelt,Er-rich,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Tikajiouine,Drâa-Tafilalet,Midelt,Sidi Yahya Ou Youssef,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Bouadel,Drâa-Tafilalet,Midelt,Sidi Yahya Ou Youssef,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Bouaali,Drâa-Tafilalet,Midelt,Aghbalou,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ait Ouahi Ou Hakki,Drâa-Tafilalet,Midelt,Aghbalou,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Aghbalou,Drâa-Tafilalet,Midelt,Aghbalou,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tizi N'ghachou,Drâa-Tafilalet,Midelt,Tizi N'Ghachou,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tanourdi,Drâa-Tafilalet,Midelt,Tanourdi,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Bouayach,Drâa-Tafilalet,Midelt,Amersid,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Zaida,Drâa-Tafilalet,Midelt,Zaida,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Zebzate,Drâa-Tafilalet,Midelt,Amersid,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Itzer,Drâa-Tafilalet,Midelt,Itzer,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tamayouste,Drâa-Tafilalet,Midelt,Ait Ben Yacoub,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Bertate,Drâa-Tafilalet,Midelt,Amersid,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ait Mouly,Drâa-Tafilalet,Midelt,Zaida,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ait Oumghar,Drâa-Tafilalet,Midelt,Ait Ayach,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Mibladen,Drâa-Tafilalet,Midelt,Mibladen,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Taghazoute,Drâa-Tafilalet,Midelt,Mibladen,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Amersid,Drâa-Tafilalet,Midelt,Amersid,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Al Khoukhate,Drâa-Tafilalet,Midelt,Ait Ben Yacoub,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Sidi Boumoussa,Drâa-Tafilalet,Midelt,Ait Ayach,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ait Izdeg,Drâa-Tafilalet,Midelt,Ait Izdeg,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Laabass,Drâa-Tafilalet,Midelt,En-nzala,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Almou Abouri,Drâa-Tafilalet,Midelt,Gourrama,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Baknou,Drâa-Tafilalet,Midelt,Guir,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Kerrandou,Drâa-Tafilalet,Midelt,Guers Tiaallaline,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tazmamarte,Drâa-Tafilalet,Midelt,Guers Tiaallaline,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ait Attou,Drâa-Tafilalet,Midelt,Guers Tiaallaline,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ait Khoujmane,Drâa-Tafilalet,Midelt,Guers Tiaallaline,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
En-Nzala,Drâa-Tafilalet,Midelt,En-nzala,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
M'zizel,Drâa-Tafilalet,Midelt,M'Zizel,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Moussa Ou Ali,Drâa-Tafilalet,Midelt,M'Zizel,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tillichte,Drâa-Tafilalet,Midelt,Sidi Aayad,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Zaouiat S.Hamza,Drâa-Tafilalet,Midelt,Zaouiat Sidi Hamza,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Toulal,Drâa-Tafilalet,Midelt,Guir,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Gourrama,Drâa-Tafilalet,Midelt,Gourrama,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tit N'Ali,Drâa-Tafilalet,Midelt,Gourrama,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Akanouanine,Drâa-Tafilalet,Midelt,Imilchil,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tamzagharte,Drâa-Tafilalet,Midelt,Imilchil,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Outerbat,Drâa-Tafilalet,Midelt,Outerbat,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Agdal,Drâa-Tafilalet,Midelt,Bou Azmou,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Bou-Azmou,Drâa-Tafilalet,Midelt,Bou Azmou,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tilmi,Drâa-Tafilalet,Midelt,Imilchil,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ait Abdi,Drâa-Tafilalet,Midelt,Imilchil,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Imilchil,Drâa-Tafilalet,Midelt,Imilchil,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Yaacoub,Drâa-Tafilalet,Midelt,Amouguer,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Amouguer,Drâa-Tafilalet,Midelt,Amouguer,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Yahya Ousghir,Drâa-Tafilalet,Midelt,Outerbat,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
